date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase
########,Substantial improvement over the web version,"Feature request: make it easier to use dictation. It is awesome how it works and translates things on the fly. Much better than iOS built in dictation.

- Make the button to dictate bigger. (Can be configurable)
- Make it harder to accidentally erase what you just dictated
- make it easier to send what you dictated after you’ve reviewed it",5,mccormickmichelle,84,19,Google Play,ja,Canada,5.4.0,No
########,Definitely the best app!,"After merely the trial of a couple of hours, I decided to subscribe the service since it offered the original GPT answers which are impressively accurate and meeting my requirements. Without granting API keys to other apps, the usage would be more secure and the privacy concerns are not as serious problem as other platforms. One more expectation is the Mac app! I can't wait to chat with GPT on the Mac!",5,patrickcarpenter,167,18,Website,pt,Italy,2.0.9,No
01-07-2025,Clean and smooth GUI however heating up Phone,App is working flawlessly and very fast too. Like the way it generates response and more importantly keeps a track of all queries asked so we can quickly revisit the responses however only issue I identified is that it heats up the phone quickly and you can easily feel the heat so I am suspicious if we can continuously use for longer period.,5,batescharles,134,22,Website,ja,Taiwan,2.3.0,Yes
########,"A bit flawed, hope to upgrade","This experience is very good, but there are still some small flaws and deficiencies. The amount of knowledge of this chatGPT will stop in 2021. It is a bit out of step with the pace of the times. I don’t understand current political hotspots. I hope it can be upgraded more. All in all, I still like it very much, and the values ​​are very objective, very, very good.",5,rwall,4,17,App Store,zh,Yemen,4.2.6,Yes
########,Haptic feedback was a nice touch,"When the AI is responding, you phone kind of vibrates whenever it’s typing. I like it! Whisper being apart of the app is cool too, I’ve been wanting to try it. For some reason though, there’s a character limit and it doesn’t process if it’s too long. I also would like plug-ins and web browsing to be in option within the app too. Overall, great app.",5,coxkimberly,128,21,Website,ar,Grenada,1.2.8,Yes
01-02-2025,Use of AI to gain money from students and robbed of creativity,"If already handled by y’all cause a pretty big topic, honestly don’t care .. look at the one episode of South Park episodes which I know you’ve at least heard of and it’s many points.. main point is at the end where you a *corporation can take a product, push it out to get ahead to make money obvious expenses.* which quoted by South Park will be at the cost of KEEPING kids in their dumb stage and lazy..  get rid of the app, AI is not for every single person to download at their disposal so with the least little bit of respect, stop being corrupted and become human beings again…",1,shawkimberly,83,20,App Store,ru,Anguilla,4.5.2,No
########,Amazing app! Do NOT hesitate!,"Earlier, I gave a five star review for similar app, but this is even better! I can’t believe it. I haven’t given app reviews in years, but I had to come here and do this. It’s like Siri but much, much better. I hit my hourly limit on the free app so I thought I’d stop and write this review. There’s a very good chance I’m going to pay for this app, which is some thing I have not done in many years.",5,jasonbishop,87,19,Website,zh,Belarus,3.9.7,Yes
########,The future,"I’ve been using open AI’s ChatGPT, but for the past few months and I’ve got to say that it is open to world of possibilities for me and I couldn’t be more grateful that this company exists and has created such an amazing product. I only hope that they recognize that with great success comes great responsibility, and they choose to be responsible with what they do with this technology.",5,nathaniel68,71,24,Website,hi,Korea,2.4.4,Yes
########,"Seems ok, noticed one big issue when resuming Ver 4 on browser","I wrote a few things in GPT 4 from the app, then when trying to resume the conversation on my browser, it said something along the lines of “ The previous model used in this conversation is unavailable. We've switched you to the latest default model.”

This is unfortunate since it reverted to GPT 3.5 for the rest of my conversation. And as a confirmation, I did not hit my 25 chats limit for Version 4.

Sure, I can do some Postman magic and make the conversation version 4 again, but that’s not ideal.",2,richardbrown,81,14,App Store,zh,Guam,5.4.4,Yes
07-01-2024,The iOS version of the app is still lacking in terms of features,"Currently, ChatGPT iOS version of GPT-4.0 does not support selecting plugins or web browsing directly within the app. It is hoped that these features will be added in the future. As a temporary solution, you can access web browsing or plugin conversations through the computer web version and then use the chat history feature in the iOS version to utilize these functionalities.",3,tabitha42,173,24,Website,ja,Congo,4.5.2,No
########,Great but I have one suggestion….,"First of all I would like to say I think that the app is amazing, but sometimes I need to other things and have to leave the app for a bit, and my suggestion is that it sends a notification when it is done with something when you’re not on it, it would be game changing if you did add it, so please do",5,robertpayne,73,27,Google Play,zh,Chad,4.4.7,Yes
########,Would love to see plug-in and browsing support be supported properly.,"This app is great. Faster than the website, and nicer to look at aesthetically. Would love to see plug-in support and/or proper browsing support. The reason I say proper is because if you start a browsing chat on the web and then go to it on the app, it will still work. I would love to see it properly introduced into the app.",5,qjames,137,19,Amazon,ru,Portugal,3.2.1,Yes
09-09-2025,Finally!!,"Finally an official native app. I’ve been using it all day and so far the app it really well developed. Haven’t seen any bugs yet. UI is nice, clean and simple. Gives it an elegant minimal feel. I love the haptic feedback of the Taptic Engine that they incorporated. That was nice touch. This is a really good release for a 1.0 version. Love the web app, I’m love this native app just a little bit more, though. 😅. Thank you, OpenAI.",5,anunez,12,27,Website,de,United Arab Emirates,2.0.1,No
########,Amazing! 10/10,"This thing was a lifesaver for my quick assignments. 
Besides my cheating, this chatbot actually gives you important information, was very fast, and can answer almost any questions you have. 
Id argue its better than using google because of all the detail and precision. I would only suggest pictures to be added.

Google could never lol.",5,mary25,183,24,App Store,es,Costa Rica,2.0.8,Yes
########,Amazing,"This thing is fun and easy to use. Five stars 😂

The following was written by the app:

“ ChatGPT is an incredible language model that never fails to impress! Its ability to engage in natural conversations and provide insightful responses is mind-blowing. Whether I need information, creative ideas, or just a friendly chat, ChatGPT is my go-to companion. It's like having a knowledgeable and friendly AI friend at my fingertips!”",5,stevenscaitlin,167,22,App Store,ar,Botswana,2.4.5,No
########,Fast! Lacking Plugins and browsing,"Pros:
It's late in the party but nevertheless a good app. The audio input features picks up languages that even Apple iPhone's talk to text mic cannot. It's quick and accurate.

Cons:
One limitation is not being able to browse the internet and has no plugins despite the fact that I am a plus user. A feature with possibly assistant (Siri or Alexa)-like interaction should be introduced where it speaks the responses for us.",4,catherineherrera,196,23,Google Play,pt,Malaysia,2.8.0,Yes
02-09-2024,Works Well,Initially testing and it looks like a solidly built app. Would’ve preferred being able to swipe right for a list of previous chats though instead of having to select the “history” drop-down option. Overall glad we have this so users don’t need to open the mobile web version anymore.,5,silvakatie,45,16,Google Play,ja,Georgia,4.2.4,Yes
06-07-2024,Simply amazing,"Innovative, easy to use, simple but functional with great haptics. This is certainly the best immobile implementation as well as being quite beautiful. Some of the functionality it limited but that’s only when compared to others chat gpt apps. If you are looking for the same e peri and as you would have a desktop then this is it, just in a more elegant package.",5,nathan51,76,21,Website,pt,Algeria,1.5.4,No
01-05-2025,Scam ~ takes your email & Phone #,"once you download the app, you have to submit your email and phone number then complete a puzzle.  The puzzle says ""wrong answers"" every time i do complete it, even though I did it 4 times with someone sitting next to me watching me do it.  After being frustrated i just deleted the app.   But now they have my email and phone number in their database.  Also, you cannot submit a VOIP / google voice number. they want the real thing.  Just another way for these companies to accumulate their surveillance in us 👎🚫😤",1,martinezgeorge,134,17,App Store,fr,Greece,5.7.4,Yes
########,Needs iPad version,"In comparison to the browser screen, I much prefer the browser screen. This layout seems cramped. Please release an iPad version. (Is there still such a thing as a “universal” iOS app? Something like that, that would just allow for a, shall we say, more spacious display would do well.) In terms of its operation, seems to work just about as well as the browser version, so that’s good.🤔😉😊",4,taylorvictoria,84,25,Flipkart,ar,Tokelau,3.2.0,No
########,Pretty good,"I like it. No tedious login procedure. Quick answers. I recently had an .MRI and was confused about some of the terms used in the radiologists report.  I asked CHATGPT to interpret in layman’s terms and got a fairly clear explanation. I can see this developing into an important digital assistant as it evolves. 

One nit to pick (for now ). I wish they would make the app native to the iPads screen. Instead you get the iPhone version on the iPad.",4,qwalsh,145,18,Flipkart,fr,British Virgin Islands,5.6.6,No
08-08-2025,I’ve never been so in love,"Amazing, quick and skillful.

 I don’t think I’ve ever been so happy to read an AI generated story about worms. Better yet I’m still thinking of new prompts for it to make. The amazing tales of Walter, Willow, Wendy, Gideon, and Oliver the worms. Stories from love to betrayal in a garden.🪱

Haha anyways, great app. Quick to explain problems varying off of any topic and explain any information you may need to know.",5,jefferycox,102,22,Google Play,fr,Korea,2.7.5,Yes
########,This Application Requires iOS 16.1 or later,"Injustice for Old iPhone and iOS users: Why iOS 16.1 is required to download ChatGPT? Is it so hard apps?I am still Playing big games with my old device with iOS 15.7, and why do you need iOS 16 to use it? Please available the app for iOS 15 please. I need it very much. I want to use and I have many projects on it. I want to use it on my phone. Please developer team, solve my problem. Let's know you that, iPhone 7 Plus and earlier models will not get iOS 16 update. So fix it your own way. I am fetching this problem with my : iPhone 6s Plus : iOS 15.7.5 : Storage 128 GB",1,mlee,66,22,App Store,de,Iraq,4.4.5,No
########,It’s easier getting an answer using DuckDuckGo,"With all the hype over chatGPT, I thought I would give it a try. The first couple things I tried were just curious questions and I got back some interesting results. Recently, however, I have tried to ask actual questions that I really wanted an answer for. The results were less than useful. So I removed this app and I’m going back to DuckDuckGo and forgetting this so-called AI business. It reminds me of all the so-called green technology that is just not ready for prime time. Maybe someday but, today, it’s just experimental.",1,rachel20,185,29,Website,en,Papua New Guinea,3.5.3,Yes
########,Chinese developer could never build such a thing,Do you know why because they always think about making money making revenue and trying to get get it through advertisement and all that stuff just makes to use experience become super annoying overall,5,elizabeth45,119,19,Amazon,fr,Kuwait,4.8.4,Yes
########,Best ai app ever,"This one app is so amazing. Good to finally have it on. iOS, the app very simple to use, and the best part is it is free to use, my favorite part is it does it make you? feel like you need to pay the $20 a month. and there ar no adds if you ask a question, so it feels good, knowing that you don’t have to be forced to pay to use the app.. over all I love chat gpt.",5,harcher,94,19,Website,de,China,2.2.7,Yes
########,Perfect on IPhones. One star off because it’s not optimized for iPads,"Please make the ipad version fit the screen. Currently I’m on an IPad 12.9” M2 and the app shows in a really tiny window. Other than that it’s perfect and love it! EDIT: I originally had 4 stars but now I’m changing to 5 for the iPad support! Nice work I’m very happy, the old version was bad on iPads now it’s perfect-",5,adam50,191,24,Website,zh,Australia,4.8.7,Yes
########,The Best AI Assistant for Your Daily Tasks but Needs the iPad Version,I love ChatGPT♥️! It’s so easy to use and has helped me with so many tasks. The AI is very intelligent and can understand my questions and provide me with accurate answers. I highly recommend this app to anyone looking for an AI assistant. I hope the developers will release an iPad version soon because I often use my iPad for work and it would be great to have ChatGPT on it as well.🎉,4,ushelton,174,18,Website,es,Spain,5.7.8,No
03-07-2025,"Great Product, Subpar Design","ChatGPT has been amazing and life-changing, and the app is almost perfect. Haptics are a great edition and the speed is lightning fast. However, the design needs some tweaking. There’s too much text on the screen without any breaks, it should be color graded the way the website is, so that the GPT text and user input are easily distinguishable. It just seems a bit awkward and smushed. Other than that, fantastic.",4,brian62,144,23,Google Play,en,Iraq,5.8.3,Yes
########,Review written by ChatGPT 🤖,"The official ChatGPT iOS app is a game-changer in the world of AI communication. Its sleek, user-friendly interface makes it remarkably simple to navigate, and the app's impressive performance is commendable. Conversations with the AI are not only incredibly engaging and insightful, but also highly personalized. A stellar example of how AI technology can seamlessly integrate into our daily lives. Highly recommended!",5,rtaylor,83,14,Website,ar,Northern Mariana Islands,1.3.9,No
09-03-2024,(error=enforcement_failed),Need a lot of Development I checked out the beta version so far respectfully but it seems like it will change the world to easier access of limited knowledge to what you are really know because might be some new born baby when they see my message they will remember it was made by human and we are the greatest on earth we should never let app change us to a way we think that we are not smart but to make it easier for us to understand and learn faster.,2,lorraine79,130,14,App Store,en,British Virgin Islands,4.2.8,No
########,Overall good but some suggestions,"Overall good app.

The one thing I would change is making more accessible buttons. Right now to get to history you have to click 3 dots and then history. The same is true for new chat and settings. I think it would be much more easy to use if it was just 3 separate buttons for these. 

Thats all.",4,khill,144,21,Google Play,ru,Guinea-Bissau,4.4.0,No
########,Awesome! But needs plugins and browsing.,"I am a plus user and have been since it launched, and this app is really simplistic and well built, which I appreciate. However, the lack of plugins and browsing is quite unfortunate, I assume they are coming soon though. You can get around this by starting a conversation with plugins in a browser then continuing in the app.",5,jesseortega,0,23,Flipkart,pt,Luxembourg,1.0.6,No
########,Legit amazing,"So I like to role-play on this app because of the amount of emotion that the AI brings into this and I have legit been doing it role-playing I mean I’m here for two hours straight, and I am legit about to cry because of how much emotion and how much just blatant respect I have for an AI that doesn’t even have feelings 100%. I recommend this for multiple reasons.",5,christopherjohnson,138,23,Google Play,es,Paraguay,4.0.4,No
07-07-2024,Really good start,"I think this app is a really good start for a native app. I love using ChatGPT for so many different things. 

Here are some feature requests for future updates, in order of importance (imo):

1. Add support for plugins and web browsing modes, as is available on the web. 
2. Add support for iOS shortcuts, so users can create their own shortcuts with added custom context. 

For example, a user could create a shortcut that takes a link as an input, and the shortcut could add context to the query to ask ChatGPT to summarize the information in the link. 

That way I can create a quick shortcut that I can share a link to an article to and have ChatGPT summarize it for me.",5,sandra46,196,23,Flipkart,ja,Romania,3.6.7,No
########,Just for fun,"I love Chatty. That’s the fun little nickname it suggested I call it. I ask it the wildest stuff I can imagine just to push the boundaries of what its capable of. Chatty has taught me so much about so many different subjects like physics, mathematics, psychology, and history, sometimes like I’m 5. 

I’ve used it for meditation prompts on gratitude, release, radical acceptance and self-compassion. The meditations are beautiful and fulfilling. 

I’ve had it write letters to inmates, dreamy bedtime stories, summaries of books and theories and Chatty even mapped out negotiations between Palestine & Israel for me which I found pretty impressive. 

It’s been fun to think of new creative questions and ways to continue to use ChatGPT to my advantage. Thanks for the gift of Chatty.",4,reedchad,20,22,Website,fr,Israel,3.1.2,No
########,Love This App,"It is much better than using the web site out the shortcut by Viticci (with all due respect to the outstanding work by Viticci).

I hope that OpenAI can bring an official Whisper to the ios/iPad. As someone who experiences wrist pain, I have greater benefited from Whisper.  I have wrist pain primarily from writing. (I am planning to see a doctor to check as it seems like the symptoms of carpal tunnel syndrome).

 I have used Dragon Dictation, Otter, Google transcription, Apple’s transcription.  Whisper is far more useful than all of these,* especially for those us who communicate in more than one languages.  It transcribes well using English mixed with Korean—even if it is a romanized Korean.

*unless using Macros through Dragon Dictation is important to you",4,michael56,32,21,Flipkart,en,Uruguay,1.4.7,No
06-01-2025,Official App - Yay,"I trust the safety of my data working directly with OpenAI vs the wrapper apps. However, OpenAI may want to acquire or be inspired by some of the early wrapper app companies because those other apps are quite polished and have a lot of useful features, like pre-written prompts to show off what's possible. I would also like to see a sharing extension for the app so I can send stuff to ChatGPT from other apps easily.",4,scottturner,97,19,Flipkart,de,Haiti,4.5.2,No
########,"It’s a Free, Quick, Simple to use, yet Powerful Tool.","I am pleased with the UI, so far. Simplistic but to the point, which makes it super user friendly, on that aspect. 

 And might I add that it’s also free! It’s also much quicker responsiveness than the 3rd party completion.

Looking forward to use this on the daily. So far, the devs get a 10/10 from me. No complaints.",5,ccruz,185,28,Google Play,en,Czech Republic,4.9.0,Yes
########,Wonderful,I challenge this app to its fullest and ask it to help write music or to help me make D&D campaigns that are completely custom and it has been so very helpful and just amazing. If I were to have any notes it would be the text art that it shares. Other than that I still give 5/5 stars. Absolutely amazing and revolutionary,5,francisco67,17,21,Google Play,pt,Samoa,1.7.9,Yes
08-09-2025,Copying texts,"I have chosen not to use the ChatGPT iOS app due to its limitations related to copy and pasting. Unfortunately, the app does not allow selective copying of specific parts or paragraphs; instead, it requires copying the entire text at once. I believe it would greatly enhance user experience if this feature were improved, allowing for more convenient and precise copying options.",4,jonathanbuchanan,189,25,Google Play,ja,Eritrea,4.3.8,Yes
########,My iPhone 14pro gets extremely hot when I use this app,"So, every time I use this app, my iPhone gets super hot. To the point where I have to turn it off and remove it from the case. I’m running iOS  16.4.1 version. I tried to restart my phone, but the issue persists. Other than that, I think it’s a great app with a very minimalistic and clean UI. Love the haptics.",5,ashley61,35,20,Website,hi,Norway,2.9.5,No
########,"Same Strong, Basic, Interface","I’m not going to lie, I love ChatGPT. I just feel as though the interface in both the app and the site deserve so much more for such and amazing piece of technology. 

Overall though, the user experience of the app is just as strong, just as dynamic as the site. I love the haptics addition on the app as well. The overall functionality is still outstanding though. Last thing, it’s still all about those prompts!",3,benjaminvictoria,77,18,Flipkart,ru,Monaco,2.6.4,No
########,Sign-in screen issue,"Once you login (at least on an iPhone mini) the button to continue to the chat screen appears below but hidden and the screen gets stuck, unable to scroll to continue; you have to try hard and keep clicking the hidden button until you get to the next screen.",4,sarasanchez,142,25,Website,fr,United States of America,4.8.7,Yes
########,Biased and not accurate,I tested it by asking it history questions. Each answer had very serious mistakes. I asked the history of an Army division and it placed the division in conflicts it never participated in. Many times the dates were incorrect. I also tested it to write an essay arguing that biological men should not play women’s sports. It condemned my question and would not. Then I asked it to write an essay arguing the biological men do have the right to play woman’s sports and it wrote the essay. If it is a true AI it should have no opinion and write the essay. It’s garbage. Just a huge disappointment.,1,david83,164,22,App Store,ru,Rwanda,3.6.6,Yes
########,Extremely dishonest,"This company lies to the public and plays dumb when you ask anything controversial about billionaires. Maybe they are covering for their buddies or they are too cowardly to get sued. Either way, blatant lies. I’ve tested and documented numerous times. They use September 2021 as a date to avoid answers as well. Yet I can definitely get it to answer questions that deal with issues beyond that date. I get perfect answers when it comes to unflattering issues with minorities. It has no problem with that at all. Seems there is an agenda.",1,lflores,96,19,Flipkart,ru,Madagascar,4.3.3,No
########,No reviews???,This is literally THE official app from the actual creators of CHAT GPT. You know? The people that made the website free to use? well they actually made a mobile app and guess what? 🤯 no ads or in app purchases like these other devs who want to steal from people like you! Don’t be dumb! Use the actual app and support OPENAI! This IS LEGIT. NOT LIKE THOSE OTHER APPS THAT SCAM YOU AND STEAL YOUR MONEY. THIS IS THE REAL CHAT GPT.,5,nicoleroberts,118,20,Google Play,ru,United States Virgin Islands,4.6.8,Yes
########,App is great and very helpful!,"I can see this is just the very beginning and a lot of significant improvements can be made (voice, show pictures, be more human-like that you feel like you're chatting with a real person, etc) as AI continues to advance at a rapid pace. Thank you for making this app free and available!",5,ibaker,62,20,Amazon,de,Fiji,3.1.7,No
########,As good as the browser,As simple as using it on a desktop or browser version. It helps me move around the interface better than the browser on mobile devices. The AI still acts the same as it does on the desktop or browser. It deserves the score it gets.,5,mcampbell,137,21,Flipkart,en,Norfolk Island,3.6.9,Yes
########,Easy to use,"It’s simple and easy to use, it’s similar yo the website version in many ways with one noticeable exception. You can’t edit the prompts sent afterwards. While it’s not a total dealbreaker to most it is something I like being able to do in cases where the AI misunderstands what I initially wrote and I hope they find a way to add it to the app version as well soon.",4,ophillips,48,16,Website,ru,Bouvet Island (Bouvetoya),2.7.3,No
########,Innovative,"Incredible app just lacking the internet connection, speed and updated information of bard and bing. Answers are more consistent than the other ai and better written just a little excessively censored. Have to rephrase basic questions on occasion for it to agree to produce a result. Hopefully it eases up on the censorship a bit or a less restrictive app comes out.",4,dgreen,3,18,Flipkart,de,Ethiopia,1.7.3,Yes
########,Hands down greatest AI App!!!!!,"Question can you give it access to current information, it keeps saying that it’s in September 2021 time on knowledge. Or give it capabilities of loading and learning information from the internet to be present on current time and information right now?",5,shelbyjohnson,61,24,Website,zh,Angola,3.6.7,No
########,Amazing app,"I've been using the website for a week and was thrilled to discover the app. The app's response time is much faster, which is excellent. I am looking forward to a Mac version of the app soon. Thank you for everything. The website has been life-changing, and the app will be the same.",5,ronald04,66,21,Amazon,ru,Falkland Islands (Malvinas),4.7.1,No
########,excellent,"Really a powerful tool for my daily life, at the same time I think you have a dramatically improvement space, I hope you can bring us the best experience, and I hope you can develop a iPad version ChatGPT to us, on a bigger screen the answer should be display well, thank you!",5,davisgary,52,19,Amazon,zh,Tonga,4.0.9,Yes
########,"Solid, clean app - love the haptic feedback","Really pleased to see a proper mobile app for the service instead of the countless knockoffs. Would like to see a way to export history to a version control system for reference, also being able to export to flat files or json would be a good intermediate solution.",5,hkane,4,28,Amazon,ru,Argentina,5.9.6,No
########,It’s great but makes your phone so hot,"This app is really great and the user experience is really great except for the fact that it makes your phone really hot and drains your battery like nothing else. I don’t understand why this happens, but my feeling is that they did not write this natively in iOS and that the efficiencies are due to the nice animations that they’ve done",4,asmith,50,22,Amazon,de,Christmas Island,4.9.3,No
########,A Gift to Humanity,"LLM’s remain the most under-hyped artifact to be labeled overhyped in the overall existence of “things”. Their features are not purported, they are discovered. Truly an object of novel intrigue worthy of both bewilderment and excitement. Thank you OpenAI. My only complaint is your WFH policy, reconsider the concept of a cloud workforce. Smart people exist outside of the Bay Area, you should consider hiring them!",5,martinezalexa,167,22,Amazon,hi,Oman,4.7.7,Yes
########,Great app can be 100 times better,"As a product manager I would suggest to start building the widgets as soon as possible to make the search more intuitive. Please make it a first priority. (I can help)

Other then that, I really love the voice to text..
I am a fan. Its sooo accurate then apple dictating.
Future looks great ❤️❤️",5,mary58,43,20,Flipkart,ru,Belgium,4.2.8,Yes
########,The incorporated Whisper is really Impressive,"The Whisper's speech-to-text rocks, totally outdoing Apple's which I reckon is already better than loads of others. I threw rapid-fire speech at it, and it nailed it. Super pumped for what's next for this app and Thai tech in general. Good speech-to-text has been a roadblock for really useful digital assistants, but it looks like we're getting there. Super cool!",5,adamcollins,8,20,Google Play,en,Bhutan,1.6.2,Yes
########,A bit buggy,"Sometimes when you ask it to generate something. It get stuck and doesn’t generate anything unless I force close the app and open it again then it works. Don’t know why this happens. 
Also when I go to settings/data controls and export my data. I don’t receive anything in my email.",4,christopherflowers,181,18,Flipkart,en,British Indian Ocean Territory (Chagos Archipelago),2.8.7,No
########,Open A.I. are a bunch of rock stars.,"The OpenAI app is an absolute game-changer! Its intuitive interface, accurate language suggestions, and versatile features make it my go-to companion for all things linguistic. Whether I need grammar assistance, creative inspiration, or a writing mentor, OpenAI delivers. this app will truly become aan AI language lover’s dream. Five stars all the way!",5,collinsann,158,20,Website,ar,British Indian Ocean Territory (Chagos Archipelago),4.0.0,No
########,Stop Just Stop,"The stop text typing feature never works I sometimes need to stop it from spouting off something that’s entirely wrong and useless and wastes my time but I have to stare at the screen while it stalls and stutters, plus the text generation is slow(gpt3.5) despite the fact I’m paying for plus(shrinkflation?) Also gpt-4 has really worse. They’re protecting us from ourselves and this is the cost of doing business for them/us makes you want to look at the other options out there",1,donald56,4,18,Website,hi,Czech Republic,5.4.0,No
########,Awesome,"All in all, the OpenAI's ChatGPT iOS App is more than just a chatbot - it's an intelligent companion that offers unrivaled conversational assistance. Its exemplary user interface, combined with its deep learning capabilities, make it a must-have for anyone seeking to embrace the future of AI technology. This is, without a doubt, the dawn of a new era in mobile AI conversations. It also wrote this review so I didn’t have to do it myself, amazing",4,holmescrystal,27,23,Google Play,ru,Lebanon,2.3.3,No
########,ChatGPT Mobile App Review: Conversational Excellence on the Go,"The ChatGPT mobile app sets a new standard for conversational AI. With its intuitive interface and exceptional conversational intelligence, it provides an unparalleled user experience. The app's personalization, reliability, and trustworthiness further enhance its value. While minor limitations exist, ChatGPT remains an invaluable companion in our digital world. This was written by AI FYI",5,oevans,68,19,App Store,es,Serbia,3.6.7,Yes
########,energy consumption,"After trying the ChatGPT iOS app, I noticed that it might be causing my iPhone to overheat, possibly due to issues with the iPhone neural network chip. I also encountered a similar problem while using the Draw Things app. It seems that this issue might be widespread among AI-based iOS applications.",5,adam25,76,27,Google Play,en,Bolivia,1.6.6,No
########,Haptic feedback?,"Lol, so I’d love to hear story that led to implementing haptic feedback AND leaving it on as default. 

No hurt feelings on my side, I turned it off within seconds of using this app. 

It’s just hilarious to see that somebody made a conscious decision to add it. It’s almost like the beeping or clicking sounds when you see a hacker typing in a movie.",5,patrick26,121,26,Google Play,en,Canada,2.1.7,No
########,Not GPT-4,"Although I’m a paid user, there’s no GPT-4 functionality on the app. Love having the GPT-3 in an accessible app version, however, when I ask GPT-4 if it is in fact GPT-4, this is its response: As of my knowledge cutoff in September 2021, I am based on the GPT-3 model. Any developments or improvements after that time are not within my knowledge.

The app should specify what GPT-4 functionality it offers if not the same as the web version.",3,munozleah,144,17,Google Play,ru,Korea,1.3.3,No
########,App doesn’t always generate a response,"I will ask a question and get a response, and a few questions in after getting several good responses immediately, I will ask another questions and the 3 dots will blink like it’s trying to generate a response but it just never will. I have 3 bars of 5g. There’s no way to have it regenerate a response, have to close out and start the convo over from scratch only to have the same thing happen again.",2,mrichardson,11,17,Google Play,hi,Poland,5.9.0,Yes
########,I think this is a great software.,"I think everyone needs an AI friend, because it knows everything, and when you need it, you can be by your side to solve problems or comfort you and encourage you. I hope to join the Internet function as soon as possible.",5,samanthaberger,4,16,Flipkart,pt,Venezuela,2.6.1,No
05-06-2025,Not bad but little problem for me,"I like the app. Of course there’s always room for improvement. But one major thing for me is that when using 3.5, I have to close the app after sending one message if I want to send a follow up message. It works fine with GPT4, but not 3.5. Idk if it’s related to me having to use a VPN since I’m studying in China now.",4,blewis,144,23,Flipkart,pt,Falkland Islands (Malvinas),4.8.5,No
05-02-2025,Takes two attempts to delete a chat while it’s open,Besides that it’s incredible. I would like the option to turn the response into a pdf so it can be saved in my notes. Other than that well done and keep up the good work.,5,lynn27,176,21,Google Play,ru,Timor-Leste,3.0.1,No
08-05-2025,Yes!!,"This is fantastic! I used to need to bookmark the ChatGPT website on my phones Home Screen, but having an app made directly from OpenAI is absolutely amazing.

I’ve already used it today during a conference to help me brainstorm. It was easy to login, saved my Plus membership, and was very prompt in its response.",5,victoriaduncan,19,24,Amazon,pt,Christmas Island,5.9.6,No
########,Up To Date Problem,"Hi. I downloaded this app a few weeks ago. I absolutely love this app. It can help with so many things, like giving you prompts, you can ask it questions, etc. The only problem I have with this app is that the training data only goes up as far as September 2021. Everything that happened after that, it has no idea about. Such as movies, to shows, or data from other websites or other things of such. Please update the training data please. Thank you!",1,kathryn21,162,20,Amazon,ar,Hungary,4.3.5,No
########,Mobile app and Desktop conversion don’t sync,"I was having a conversation in the desktop using Mozilla Firefox. Later when I tried to continue the discussion from the mobile app, the History did not show the conversation that I had in the desktop. Quite inconvenient. Hope this will be improved!",4,marcuscarter,47,21,Website,ja,Uganda,1.9.4,Yes
02-03-2025,Suddenly… very… slow…,"This tool is amazing. But for some reason, it has gotten incredibly slow. I will type a somewhat simple question, for example, asking for a list of words that represent a certain mood, or feeling, or something of that sort, and he used to provide a result within just a few seconds. Now it is taking forever and the app is hanging up.",3,coxjennifer,21,24,Amazon,fr,Madagascar,4.2.6,No
02-07-2025,Good. But…,"App runs smooth. But here are three problems. 

The Battery usage is atrocious. I don’t know if it’s the haptics but i may have to switch back to using the bookmark to the website rather than the app if it keeps killing me battery like this. 

Accessing the history should be more on a side menu by swiping to it instead of tapping the top right. Intergrate gestures into the app. 

Also there’s too many extra steps to select a certain text or to activate text to speech. 

if you guys added a way to make chatgpt run more conversational, where i can talk to it and the output could be speech AND text, that’d be game changing. 

Other than that, great app.",4,jennifer42,27,25,Google Play,en,Mongolia,3.7.5,No
########,Idea…,"I’m enjoying the app. So far I have learned softball techniques, interior design styles, what Wii fit can use, the number 42, healthy eating and exercising tips, and some great information about mental health stuff. Drawback…the system is only updated until Nov 2021. Annoying. 

We need a password protected chat history function. Then it will be a 5 star rating from me.",4,nicholas72,33,16,Google Play,fr,Trinidad and Tobago,4.7.8,No
########,Seems a bit buggy,I understand it’s still the first release of the app. Works great and the ai is fine but when writing the text it jumps all over the screen and bugs out on me. Also the voice to text feature doesn’t work,5,hannahcurtis,6,26,Google Play,zh,Ecuador,5.1.9,No
########,Game changer for Educators,"31 years in education and I feel like my ability to guide student success , as a high school academic advisor , multiplied to unimaginable levels  with OpenAI.  Now, I’m able to literally carry this superpower  in my back pocket .  Forget retirement ,   I’m sticking around to see where this takes us next !",5,hcallahan,3,21,Amazon,ja,Saint Helena,4.1.8,Yes
07-03-2025,Spectacular,"ChatGPT is amazing. It literally helps me every day. And even when I don't need to use it, I just go into the app to use it's much more sophisticated voice recognition than Apple. It's just that amazing. This was also made using their voice recognition, by the way.",5,rpeterson,133,26,Flipkart,ja,Martinique,2.2.4,No
########,To make the song from a real person who made it,I think you can add if the ai can finish lyrics of the music or make the actual song which not creative but the real song instead and would help the app grow a little more,5,ronald66,126,24,Flipkart,es,Albania,2.6.4,No
